I
1000 Generated by WorldEditor

1    180 1 0 XLLE Gorelovo
100 50.00 1 0 0.00 0 0 0 08  59.76467040  030.05524120    0    0 0 0 0 0 26  59.76686150  030.09957310    0    0 0 0 0 0
110 1 0.00 20.0000 New Taxiway 5
112  59.76987004  030.07928966  59.76983146  030.07949104
111  59.76987004  030.07928966
112  59.76987004  030.07928966  59.76985658  030.07935203
112  59.76895130  030.08281282  59.76890733  030.08293935
111  59.76881941  030.08292118
111  59.76907385  030.08319677
112  59.76899739  030.08289490  59.76902431  030.08275590
111  59.76899739  030.08289490
112  59.76899739  030.08289490  59.76902431  030.08280046
112  59.76993870  030.07934805  59.76999465  030.07915705
111  59.76993870  030.07934805
112  59.76993870  030.07934805  59.76999735  030.07908577
111  59.77022494  030.07921045
113  59.76978207  030.07888504
110 2 0.00 20.0000 New Taxiway 4
112  59.77232059  030.10932700  59.77226673  030.10940267
111  59.77219054  030.10943659
111  59.77194374  030.10945696
111  59.77193898  030.10958919
112  59.77221287  030.10957228  59.77226542  030.10955662
111  59.77231402  030.10948095
111  59.77302602  030.10868509
111  59.77381140  030.10783947
113  59.77378324  030.10770216
110 1 0.00 20.0000 New Taxiway 3
111  59.76837052  030.06861988
111  59.76873762  030.07658699
112  59.76878100  030.07760517  59.76878295  030.07765044
111  59.76878100  030.07760517
112  59.76878100  030.07760517  59.76874260  030.07812376
111  59.76905505  030.07835121
111  59.76978207  030.07888504
111  59.77022494  030.07921045
112  59.77165140  030.08029417  59.77175892  030.08038569
111  59.77186036  030.08054883
111  59.77311254  030.08270356
111  59.77338645  030.08316629
111  59.77484049  030.08560197
111  59.77493009  030.08593758
111  59.77503248  030.08593758
112  59.77573153  030.08713963  59.77574081  030.08715733
111  59.77573153  030.08713963
112  59.77573153  030.08713963  59.77583842  030.08732653
112  59.77590798  030.08773772  59.77592278  030.08784163
111  59.77590798  030.08773772
112  59.77590798  030.08773772  59.77591785  030.08780634
112  59.77661671  030.09278318  59.77665089  030.09303241
111  59.77661671  030.09278318
112  59.77661671  030.09278318  59.77664228  030.09303845
111  59.77663244  030.09350944
112  59.77620749  030.09974397  59.77618189  030.10013045
111  59.77608205  030.10049659
112  59.77443090  030.10668516  59.77431826  030.10711230
111  59.77406227  030.10739198
111  59.77378324  030.10770216
111  59.77381140  030.10783947
112  59.77407507  030.10752418  59.77434642  030.10718857
111  59.77445906  030.10688347
111  59.77465361  030.10621224
112  59.77614093  030.10054230  59.77626125  030.09999310
111  59.77627405  030.09969307
111  59.77649676  030.09641816
112  59.77669899  030.09351446  59.77672715  030.09303645
111  59.77667596  030.09263979
111  59.77628685  030.09000054
112  59.77594638  030.08761050  59.77587726  030.08722912
111  59.77572366  030.08699011
111  59.77490960  030.08554594
111  59.77187097  030.08036956
112  59.77162645  030.08007024  59.77152578  030.07999575
111  59.77162645  030.08007024
112  59.77162645  030.08007024  59.77157414  030.08002907
112  59.76912161  030.07822900  59.76889377  030.07803579
112  59.76885281  030.07740535  59.76882722  030.07717656
111  59.76844733  030.06869780
113  59.76849662  030.06859507
110 2 0.00 20.0000 New Taxiway 4
111  59.76891165  030.10959067
