I
1000 Generated by WorldEditor

1    269 1 0 ULLP Pushkin
100 45.00 2 0 0.00 0 0 0 03  59.67536856  030.32463109    0    0 0 0 0 0 21  59.69371155  030.34984110    0    0 0 0 0 0
110 2 0.00 20.0000 New Taxiway 23
111  59.69465997  030.36017146
111  59.69457782  030.36033425
111  59.69465997  030.36059005
111  59.69471669  030.36067145
111  59.69482621  030.36055904
111  59.69492400  030.36052416
111  59.69530343  030.36143887
111  59.69511176  030.36174506
111  59.69524867  030.36212102
111  59.69513523  030.36233031
111  59.69498463  030.36244271
111  59.69493182  030.36224117
111  59.69446439  030.36259388
111  59.69454653  030.36305509
111  59.69379158  030.36359770
111  59.69377985  030.36381474
111  59.69368010  030.36390388
111  59.69361165  030.36376435
111  59.69326351  030.36222186
111  59.69320288  030.36226449
111  59.69294457  030.36110193
111  59.69276017  030.36125819
111  59.69253969  030.36145550
111  59.69234037  030.36164828
111  59.69260832  030.36288846
111  59.69271002  030.36308999
111  59.69282150  030.36333415
111  59.69302099  030.36381472
111  59.69325960  030.36436507
111  59.69341607  030.36491929
111  59.69417297  030.36445420
111  59.69424925  030.36482627
111  59.69520564  030.36410927
111  59.69511372  030.36350463
111  59.69524475  030.36324882
111  59.69531516  030.36319457
111  59.69536497  030.36337213
111  59.69555581  030.36317573
111  59.69546898  030.36292953
111  59.69546364  030.36279452
111  59.69661782  030.36085663
111  59.69644171  030.36043102
111  59.69649257  030.36034962
111  59.69628916  030.35989614
111  59.69585693  030.36065195
111  59.69541100  030.35955895
111  59.69532103  030.35970236
111  59.69516457  030.35932253
113  59.69465214  030.36008220
110 2 0.00 20.0000 New Taxiway 22
111  59.69674270  030.36144357
111  59.69660875  030.36159049
111  59.69663242  030.36167283
111  59.69664791  030.36165583
111  59.69667460  030.36174004
111  59.69672337  030.36183294
111  59.69679819  030.36213987
111  59.69647979  030.36262166
111  59.69683907  030.36388370
111  59.69691867  030.36399455
111  59.69703269  030.36393060
111  59.69786959  030.36225497
111  59.69796855  030.36218249
111  59.69809979  030.36193946
111  59.69768457  030.36103555
113  59.69690576  030.36196505
110 1 0.00 20.0000 New Taxiway 21
111  59.69276017  030.36125819
111  59.69258770  030.36063105
111  59.69238856  030.36082131
113  59.69253969  030.36145550
110 1 0.00 20.0000 New Taxiway 20
112  59.69780138  030.35889486  59.69773191  030.35901929
111  59.69780138  030.35889486
112  59.69780138  030.35889486  59.69774928  030.35898488
111  59.69741398  030.35956468
111  59.69706800  030.36009682
111  59.69661782  030.36085663
111  59.69546364  030.36279452
111  59.69546898  030.36292953
111  59.69555581  030.36317573
111  59.69608080  030.36478796
111  59.69612622  030.36473766
111  59.69561459  030.36313337
112  59.69559723  030.36285540  59.69562432  030.36276988
111  59.69559723  030.36285540
112  59.69559723  030.36285540  59.69560626  030.36284148
111  59.69640942  030.36157409
111  59.69658942  030.36152774
111  59.69660875  030.36159049
111  59.69674270  030.36144357
112  59.69669797  030.36126699  59.69667288  030.36114963
111  59.69669797  030.36126699
112  59.69669797  030.36126699  59.69666786  030.36116157
111  59.69677812  030.36093606
112  59.69726837  030.36008094  59.69729648  030.36003917
111  59.69726837  030.36008094
112  59.69726837  030.36008094  59.69732558  030.36004116
111  59.69736990  030.36015507
111  59.69844125  030.36217247
111  59.69848667  030.36207716
112  59.69742333  030.36002798  59.69740426  030.35985493
111  59.69742333  030.36002798
112  59.69742333  030.36002798  59.69742032  030.35993649
112  59.69743669  030.35981619  59.69745175  030.35975453
111  59.69743669  030.35981619
112  59.69743669  030.35981619  59.69745777  030.35976845
111  59.69800267  030.35887955
