I
1000 Generated by WorldEditor

1    472 1 0 ULSC Sel'tso
100 20.00 1 0 0.50 0 0 0 06  59.61645154  029.53900517    0    0 0 0 0 0 24  59.61832834  029.54649841    0    0 0 0 0 0
110 1 0.00 0.0000 New Taxiway 136
111  59.61750464  029.54281161
111  59.61753146  029.54266094
111  59.61779238  029.54240782
111  59.61781036  029.54240902
111  59.61784557  029.54237708
111  59.61788443  029.54244398
111  59.61803271  029.54299912
111  59.61828553  029.54275026
111  59.61805452  029.54181599
111  59.61799904  029.54159903
111  59.61772227  029.54187867
112  59.61779848  029.54215710  59.61782042  029.54223424
111  59.61776495  029.54228366
111  59.61749732  029.54255004
113  59.61743453  029.54252352
130 Airport Boundary 1
111  59.61878339  029.54247584
111  59.61848942  029.54094758
111  59.61594167  029.53507129
111  59.61497266  029.53612601
111  59.61810834  029.54970819
113  59.61901203  029.54910549
120 Linear Feature 138
111  59.61781430  029.54231184 20
115  59.61749923  029.54262067
120 Linear Feature 137
111  59.61646097  029.53905636 20
115  59.61827476  029.54626167
54 13500 KORTIK
99
